1,ïΩê¨27îNçëê®í≤ç∏Å@è¨ínàÊèWåvÅ@Åiëçñ±è»ìùåvã«Åj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ëÊ7ï\Å@èZãèÇÃéÌóﬁÅEèZëÓÇÃèäóLÇÃä÷åWÅi6ãÊï™Åjï àÍî ê¢ë—êîÅCàÍî ê¢ë—êlàıãyÇ—1ê¢ë—ìñÇΩÇËêlàı Å|í¨íöÅEéöìô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,àÍî ê¢ë—êî,,,,,,,,,,àÍî ê¢ë—êlàı,,,,,,,,,,1ê¢ë—ìñÇΩÇËêlàı,,,,,,,,,
5,ésãÊí¨ë∫ÉRÅ[Éh,í¨íöéöÉRÅ[Éh,ínàÊéØï î‘çÜ,îÈìΩèàóù,îÈìΩêÊèÓïÒ,çáéZínàÊ,ìsìπï{åßñº,ésãÊí¨ë∫ñº,ëÂéöÅEí¨ñº,éöÅEíöñ⁄ñº,ëçêîÅièZãèÇÃéÌóﬁÅEèZëÓÇÃèäóLÇÃä÷åWÅj,èZëÓÇ…èZÇﬁàÍî ê¢ë—,éÂê¢ë—,éùÇøâ∆,åˆâcÅEìsésçƒê∂ã@ç\ÅEåˆé–ÇÃéÿâ∆,ñØâcÇÃéÿâ∆,ããó^èZëÓ,ä‘éÿÇË,èZëÓà»äOÇ…èZÇﬁàÍî ê¢ë—,èZãèÇÃéÌóﬁÅuïsè⁄Åv,ëçêîÅièZãèÇÃéÌóﬁÅEèZëÓÇÃèäóLÇÃä÷åWÅj  ,èZëÓÇ…èZÇﬁàÍî ê¢ë—,éÂê¢ë—,éùÇøâ∆,åˆâcÅEìsésçƒê∂ã@ç\ÅEåˆé–ÇÃéÿâ∆,ñØâcÇÃéÿâ∆,ããó^èZëÓ,ä‘éÿÇË,èZëÓà»äOÇ…èZÇﬁàÍî ê¢ë—,èZãèÇÃéÌóﬁÅuïsè⁄Åv,ëçêîÅièZãèÇÃéÌóﬁÅEèZëÓÇÃèäóLÇÃä÷åWÅj  ,èZëÓÇ…èZÇﬁàÍî ê¢ë—,éÂê¢ë—,éùÇøâ∆,åˆâcÅEìsésçƒê∂ã@ç\ÅEåˆé–ÇÃéÿâ∆,ñØâcÇÃéÿâ∆,ããó^èZëÓ,ä‘éÿÇË,èZëÓà»äOÇ…èZÇﬁàÍî ê¢ë—,èZãèÇÃéÌóﬁÅuïsè⁄Åv
2426,"25212","0930","2","","","","é†âÍåß","çÇìáés","à¿ì‹êÏí¨â°ç]","",37,37,37,37,-,-,-,-,-,-,96,96,96,96,-,-,-,-,-,-,2.5945945946,2.5945945946,2.5945945946,2.5945945946,-,-,-,-,-,-
2427,"25212","0940","2","","","","é†âÍåß","çÇìáés","à¿ì‹êÏí¨ñkëDñÿ","",193,192,192,191,-,1,-,-,1,-,526,524,524,522,-,2,-,-,2,-,2.7253886010,2.7291666667,2.7291666667,2.7329842932,-,2.0000000000,-,-,2.0000000000,-
2428,"25212","0950","2","","","","é†âÍåß","çÇìáés","à¿ì‹êÏí¨ìÏëDñÿ","",169,168,166,157,4,4,1,2,1,-,475,474,468,449,7,9,3,6,1,-,2.8106508876,2.8214285714,2.8192771084,2.8598726115,1.7500000000,2.2500000000,3.0000000000,3.0000000000,1.0000000000,-
2429,"25212","0960","2","","","","é†âÍåß","çÇìáés","à¿ì‹êÏí¨êÏìá","",231,230,230,214,-,14,2,-,1,-,638,634,634,595,-,33,6,-,4,-,2.7619047619,2.7565217391,2.7565217391,2.7803738318,-,2.3571428571,3.0000000000,-,4.0000000000,-
2430,"25212","0970","2","","","","é†âÍåß","çÇìáés","à¿ì‹êÏí¨élí√êÏ","",214,212,212,211,-,1,-,-,2,-,704,699,699,698,-,1,-,-,5,-,3.2897196262,3.2971698113,3.2971698113,3.3080568720,-,1.0000000000,-,-,2.5000000000,-
2431,"25212","0980","2","","","","é†âÍåß","çÇìáés","à¿ì‹êÏí¨â°ç]ïl","",54,54,54,54,-,-,-,-,-,-,179,179,179,179,-,-,-,-,-,-,3.3148148148,3.3148148148,3.3148148148,3.3148148148,-,-,-,-,-,-
2432,"25212","0990","2","","","","é†âÍåß","çÇìáés","âLêÏ","",55,55,54,53,-,-,1,1,-,-,175,175,174,172,-,-,2,1,-,-,3.1818181818,3.1818181818,3.2222222222,3.2452830189,-,-,2.0000000000,1.0000000000,-,-
2433,"25212","1000","2","","","","é†âÍåß","çÇìáés","èÈéRë‰","",147,145,145,63,-,72,10,-,2,-,399,397,397,206,-,170,21,-,2,-,2.7142857143,2.7379310345,2.7379310345,3.2698412698,-,2.3611111111,2.1000000000,-,1.0000000000,-
2434,"25212","100001","3","","","","é†âÍåß","çÇìáés","èÈéRë‰","ÇPíöñ⁄",90,88,88,22,-,57,9,-,2,-,230,228,228,77,-,131,20,-,2,-,2.5555555556,2.5909090909,2.5909090909,3.5000000000,-,2.2982456140,2.2222222222,-,1.0000000000,-
2435,"25212","100002","3","","","","é†âÍåß","çÇìáés","èÈéRë‰","ÇQíöñ⁄",57,57,57,41,-,15,1,-,-,-,169,169,169,129,-,39,1,-,-,-,2.9649122807,2.9649122807,2.9649122807,3.1463414634,-,2.6000000000,1.0000000000,-,-,-
2436,"25212","1010","2","","","","é†âÍåß","çÇìáés","èüñÏ","",544,539,535,431,54,41,9,4,5,-,1444,1434,1427,1211,122,79,15,7,10,-,2.6544117647,2.6604823748,2.6672897196,2.8097447796,2.2592592593,1.9268292683,1.6666666667,1.7500000000,2.0000000000,-
2437,"25212","1020","2","","","","é†âÍåß","çÇìáés","âiìc","",168,160,158,148,-,10,-,2,8,-,429,421,419,397,-,22,-,2,8,-,2.5535714286,2.6312500000,2.6518987342,2.6824324324,-,2.2000000000,-,1.0000000000,1.0000000000,-
2438,"25212","1030","2","","","","é†âÍåß","çÇìáés","âπâH","",57,56,56,55,-,1,-,-,1,-,167,166,166,165,-,1,-,-,1,-,2.9298245614,2.9642857143,2.9642857143,3.0000000000,-,1.0000000000,-,-,1.0000000000,-
2439,"25212","1040","2","","","","é†âÍåß","çÇìáés","äõ","",356,354,353,331,5,17,-,1,2,-,1038,1030,1029,969,18,42,-,1,8,-,2.9157303371,2.9096045198,2.9150141643,2.9274924471,3.6000000000,2.4705882353,-,1.0000000000,4.0000000000,-
2440,"25212","1050","2","","","","é†âÍåß","çÇìáés","ã{ñÏ","",46,46,46,46,-,-,-,-,-,-,160,160,160,160,-,-,-,-,-,-,3.4782608696,3.4782608696,3.4782608696,3.4782608696,-,-,-,-,-,-
2441,"25212","1060","2","","","","é†âÍåß","çÇìáés","ñÏìc","",106,106,106,103,-,2,1,-,-,-,312,312,312,302,-,7,3,-,-,-,2.9433962264,2.9433962264,2.9433962264,2.9320388350,-,3.5000000000,3.0000000000,-,-,-
2442,"25212","1070","2","","","","é†âÍåß","çÇìáés","ïêë]â°éR","",182,181,180,176,-,3,1,1,1,-,580,577,576,563,-,8,5,1,3,-,3.1868131868,3.1878453039,3.2000000000,3.1988636364,-,2.6666666667,5.0000000000,1.0000000000,3.0000000000,-
2443,"25212","1080","2","","","","é†âÍåß","çÇìáés","çÇìá","",103,103,103,103,-,-,-,-,-,-,339,339,339,339,-,-,-,-,-,-,3.2912621359,3.2912621359,3.2912621359,3.2912621359,-,-,-,-,-,-
2444,"25212","1090","2","","","","é†âÍåß","çÇìáés","îqåÀ","",134,133,133,87,46,-,-,-,1,-,366,363,363,280,83,-,-,-,3,-,2.7313432836,2.7293233083,2.7293233083,3.2183908046,1.8043478261,-,-,-,3.0000000000,-
2445,"25212","1100","2","","","","é†âÍåß","çÇìáés","é≠ÉPê£","",59,59,59,59,-,-,-,-,-,-,177,177,177,177,-,-,-,-,-,-,3.0000000000,3.0000000000,3.0000000000,3.0000000000,-,-,-,-,-,-
2446,"25212","1110","2","","","","é†âÍåß","çÇìáés","çïíJ","",26,26,26,26,-,-,-,-,-,-,95,95,95,95,-,-,-,-,-,-,3.6538461538,3.6538461538,3.6538461538,3.6538461538,-,-,-,-,-,-
2447,"25212","1120","2","","","","é†âÍåß","çÇìáés","î®","",32,32,32,32,-,-,-,-,-,-,77,77,77,77,-,-,-,-,-,-,2.4062500000,2.4062500000,2.4062500000,2.4062500000,-,-,-,-,-,-
2448,"25212","1130","2","","","","é†âÍåß","çÇìáés","äõêÏïΩ","",165,165,165,161,-,3,1,-,-,-,397,397,397,384,-,12,1,-,-,-,2.4060606061,2.4060606061,2.4060606061,2.3850931677,-,4.0000000000,1.0000000000,-,-,-
2449,"25212","113001","3","","","","é†âÍåß","çÇìáés","äõêÏïΩ","ÇPíöñ⁄",35,35,35,35,-,-,-,-,-,-,89,89,89,89,-,-,-,-,-,-,2.5428571429,2.5428571429,2.5428571429,2.5428571429,-,-,-,-,-,-
2450,"25212","113002","3","","","","é†âÍåß","çÇìáés","äõêÏïΩ","ÇQíöñ⁄",59,59,59,59,-,-,-,-,-,-,140,140,140,140,-,-,-,-,-,-,2.3728813559,2.3728813559,2.3728813559,2.3728813559,-,-,-,-,-,-
2451,"25212","113003","3","","","","é†âÍåß","çÇìáés","äõêÏïΩ","ÇRíöñ⁄",71,71,71,67,-,3,1,-,-,-,168,168,168,155,-,12,1,-,-,-,2.3661971831,2.3661971831,2.3661971831,2.3134328358,-,4.0000000000,1.0000000000,-,-,-
2452,"25212","1141","2","çáéZínàÊÇ†ÇË","","114101;114102","é†âÍåß","çÇìáés","êVàÆí¨êVèØ","",14,14,14,14,-,-,-,-,-,-,37,37,37,37,-,-,-,-,-,-,2.6428571429,2.6428571429,2.6428571429,2.6428571429,-,-,-,-,-,-
2453,"25212","114101","3","îÈìΩínàÊ","1141","","é†âÍåß","çÇìáés","êVàÆí¨êVèØ","àÍíöñ⁄",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2454,"25212","114102","3","îÈìΩínàÊ","1141","","é†âÍåß","çÇìáés","êVàÆí¨êVèØ","ìÒíöñ⁄",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2455,"25212","1142","2","","","","é†âÍåß","çÇìáés","êVàÆí¨êVèØ","",319,315,309,293,-,16,-,6,4,-,889,879,861,815,-,46,-,18,10,-,2.7868338558,2.7904761905,2.7864077670,2.7815699659,-,2.8750000000,-,3.0000000000,2.5000000000,-
2456,"25212","1151","2","","","","é†âÍåß","çÇìáés","êVàÆí¨à¿à‰êÏ","",50,50,50,24,-,25,1,-,-,-,123,123,123,76,-,46,1,-,-,-,2.4600000000,2.4600000000,2.4600000000,3.1666666667,-,1.8400000000,1.0000000000,-,-,-
2457,"25212","115101","3","","","","é†âÍåß","çÇìáés","êVàÆí¨à¿à‰êÏ","àÍíöñ⁄Åià¿ó{éõÅj",15,15,15,15,-,-,-,-,-,-,44,44,44,44,-,-,-,-,-,-,2.9333333333,2.9333333333,2.9333333333,2.9333333333,-,-,-,-,-,-
2458,"25212","115102","3","","","","é†âÍåß","çÇìáés","êVàÆí¨à¿à‰êÏ","ìÒíöñ⁄",35,35,35,9,-,25,1,-,-,-,79,79,79,32,-,46,1,-,-,-,2.2571428571,2.2571428571,2.2571428571,3.5555555556,-,1.8400000000,1.0000000000,-,-,-
2459,"25212","1152","2","","","","é†âÍåß","çÇìáés","êVàÆí¨à¿à‰êÏ","",390,387,386,289,61,20,16,1,3,-,1057,1050,1049,834,134,43,38,1,7,-,2.7102564103,2.7131782946,2.7176165803,2.8858131488,2.1967213115,2.1500000000,2.3750000000,1.0000000000,2.3333333333,-
2460,"25212","1161","2","","","","é†âÍåß","çÇìáés","êVàÆí¨ñkî®","",165,164,164,110,24,29,1,-,1,-,475,473,473,362,49,59,3,-,2,-,2.8787878788,2.8841463415,2.8841463415,3.2909090909,2.0416666667,2.0344827586,3.0000000000,-,2.0000000000,-
2461,"25212","116101","3","","","","é†âÍåß","çÇìáés","êVàÆí¨ñkî®","àÍíöñ⁄",76,76,76,46,-,29,1,-,-,-,209,209,209,147,-,59,3,-,-,-,2.7500000000,2.7500000000,2.7500000000,3.1956521739,-,2.0344827586,3.0000000000,-,-,-
2462,"25212","116102","3","","","","é†âÍåß","çÇìáés","êVàÆí¨ñkî®","ìÒíöñ⁄",19,19,19,19,-,-,-,-,-,-,66,66,66,66,-,-,-,-,-,-,3.4736842105,3.4736842105,3.4736842105,3.4736842105,-,-,-,-,-,-
2463,"25212","116103","3","","","","é†âÍåß","çÇìáés","êVàÆí¨ñkî®","éOíöñ⁄",70,69,69,45,24,-,-,-,1,-,200,198,198,149,49,-,-,-,2,-,2.8571428571,2.8695652174,2.8695652174,3.3111111111,2.0416666667,-,-,-,2.0000000000,-
2464,"25212","1162","2","","","","é†âÍåß","çÇìáés","êVàÆí¨ñkî®","",81,81,81,62,-,18,1,-,-,-,213,213,213,191,-,21,1,-,-,-,2.6296296296,2.6296296296,2.6296296296,3.0806451613,-,1.1666666667,1.0000000000,-,-,-
2465,"25212","1170","2","","","","é†âÍåß","çÇìáés","êVàÆí¨òmâÄ","",533,519,514,496,-,17,1,5,14,-,1603,1586,1575,1527,-,43,5,11,17,-,3.0075046904,3.0558766859,3.0642023346,3.0786290323,-,2.5294117647,5.0000000000,2.2000000000,1.2142857143,-
2466,"25212","1180","2","","","","é†âÍåß","çÇìáés","êVàÆí¨ëæìc","",417,385,381,374,-,4,3,4,32,-,1120,1086,1076,1061,-,7,8,10,34,-,2.6858513189,2.8207792208,2.8241469816,2.8368983957,-,1.7500000000,2.6666666667,2.5000000000,1.0625000000,-
2467,"25212","1190","2","","","","é†âÍåß","çÇìáés","êVàÆí¨ã¿íÎ","",423,421,420,359,22,34,5,1,2,-,1140,1137,1136,1028,37,62,9,1,3,-,2.6950354610,2.7007125891,2.7047619048,2.8635097493,1.6818181818,1.8235294118,1.8000000000,1.0000000000,1.5000000000,-
2468,"25212","1200","2","","","","é†âÍåß","çÇìáés","êVàÆí¨åFñÏñ{","",277,276,276,151,-,100,25,-,1,-,655,653,653,463,-,160,30,-,2,-,2.3646209386,2.3659420290,2.3659420290,3.0662251656,-,1.6000000000,1.2000000000,-,2.0000000000,-
2469,"25212","120001","3","","","","é†âÍåß","çÇìáés","êVàÆí¨åFñÏñ{","àÍíöñ⁄ÅiïΩà‰Åj",166,165,165,105,-,60,-,-,1,-,417,415,415,333,-,82,-,-,2,-,2.5120481928,2.5151515152,2.5151515152,3.1714285714,-,1.3666666667,-,-,2.0000000000,-
2470,"25212","120002","3","","","","é†âÍåß","çÇìáés","êVàÆí¨åFñÏñ{","ìÒíöñ⁄Åiç°ésÅj",111,111,111,46,-,40,25,-,-,-,238,238,238,130,-,78,30,-,-,-,2.1441441441,2.1441441441,2.1441441441,2.8260869565,-,1.9500000000,1.2000000000,-,-,-
2471,"25212","1210","2","","","","é†âÍåß","çÇìáés","êVàÆí¨åFñÏñ{","",202,200,199,173,-,6,20,1,2,-,557,551,550,486,-,18,46,1,6,-,2.7574257426,2.7550000000,2.7638190955,2.8092485549,-,3.0000000000,2.3000000000,1.0000000000,3.0000000000,-
2472,"25212","1220","2","","","","é†âÍåß","çÇìáés","êVàÆí¨àÆ","",175,168,167,101,-,56,10,1,7,-,436,429,427,310,-,105,12,2,7,-,2.4914285714,2.5535714286,2.5568862275,3.0693069307,-,1.8750000000,1.2000000000,2.0000000000,1.0000000000,-
2473,"25212","122001","3","","","","é†âÍåß","çÇìáés","êVàÆí¨àÆ","àÍíöñ⁄ÅiïΩà‰Åj",58,58,58,28,-,29,1,-,-,-,137,137,137,88,-,48,1,-,-,-,2.3620689655,2.3620689655,2.3620689655,3.1428571429,-,1.6551724138,1.0000000000,-,-,-
2474,"25212","122002","3","","","","é†âÍåß","çÇìáés","êVàÆí¨àÆ","ìÒíöñ⁄Åiç°ésÅj",117,110,109,73,-,27,9,1,7,-,299,292,290,222,-,57,11,2,7,-,2.5555555556,2.6545454545,2.6605504587,3.0410958904,-,2.1111111111,1.2222222222,2.0000000000,1.0000000000,-
2475,"25212","1230","2","","","","é†âÍåß","çÇìáés","êVàÆí¨àÆ","",479,461,458,382,12,56,8,3,17,1,1283,1260,1254,1126,18,102,8,6,20,3,2.6784968685,2.7331887202,2.7379912664,2.9476439791,1.5000000000,1.8214285714,1.0000000000,2.0000000000,1.1764705882,3.0000000000
2476,"25212","1240","2","","","","é†âÍåß","çÇìáés","êVàÆí¨êjç]","",244,243,242,242,-,-,-,1,1,-,669,667,666,666,-,-,-,1,2,-,2.7418032787,2.7448559671,2.7520661157,2.7520661157,-,-,-,1.0000000000,2.0000000000,-
2477,"25212","1250","2","","","","é†âÍåß","çÇìáés","êVàÆí¨ê[ça","",258,257,255,216,-,39,-,2,1,-,626,623,621,579,-,42,-,2,3,-,2.4263565891,2.4241245136,2.4352941176,2.6805555556,-,1.0769230769,-,1.0000000000,3.0000000000,-
2478,"25212","1260","2","","","","é†âÍåß","çÇìáés","î˙îiåŒ","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2479,"25213","","1","","","","é†âÍåß","ìåãﬂç]és","","",40584,39288,39087,29877,811,7617,782,201,1296,-,112315,110604,110174,94033,1733,13021,1387,430,1711,-,2.7674699389,2.8152107514,2.8186865198,3.1473374167,2.1368680641,1.7094656689,1.7736572890,2.1393034826,1.3202160494,-
2480,"25213","0010","2","","","","é†âÍåß","ìåãﬂç]és","è„ïΩñÿí¨","",314,313,312,307,-,5,-,1,1,-,1131,1125,1120,1100,-,20,-,5,6,-,3.6019108280,3.5942492013,3.5897435897,3.5830618893,-,4.0000000000,-,5.0000000000,6.0000000000,-
2481,"25213","0020","2","","","","é†âÍåß","ìåãﬂç]és","ïΩìcí¨","",86,86,84,73,11,-,-,2,-,-,250,250,246,222,24,-,-,4,-,-,2.9069767442,2.9069767442,2.9285714286,3.0410958904,2.1818181818,-,-,2.0000000000,-,-
2482,"25213","0030","2","","","","é†âÍåß","ìåãﬂç]és","îêñÿí¨","",53,53,53,53,-,-,-,-,-,-,172,172,172,172,-,-,-,-,-,-,3.2452830189,3.2452830189,3.2452830189,3.2452830189,-,-,-,-,-,-
2483,"25213","0040","2","","","","é†âÍåß","ìåãﬂç]és","â∫âHìcí¨","",130,129,129,127,-,1,1,-,1,-,444,443,443,438,-,3,2,-,1,-,3.4153846154,3.4341085271,3.4341085271,3.4488188976,-,3.0000000000,2.0000000000,-,1.0000000000,-
2484,"25213","0050","2","","","","é†âÍåß","ìåãﬂç]és","íÜâHìcí¨","",50,50,49,49,-,-,-,1,-,-,202,202,201,201,-,-,-,1,-,-,4.0400000000,4.0400000000,4.1020408163,4.1020408163,-,-,-,1.0000000000,-,-
2485,"25213","0060","2","","","","é†âÍåß","ìåãﬂç]és","è„âHìcí¨","",239,238,238,238,-,-,-,-,1,-,864,861,861,861,-,-,-,-,3,-,3.6150627615,3.6176470588,3.6176470588,3.6176470588,-,-,-,-,3.0000000000,-
2486,"25213","0070","2","","","","é†âÍåß","ìåãﬂç]és","ésï”í¨","",278,268,266,258,-,8,-,2,10,-,908,881,876,854,-,22,-,5,27,-,3.2661870504,3.2873134328,3.2932330827,3.3100775194,-,2.7500000000,-,2.5000000000,2.7000000000,-
2487,"25213","0080","2","","","","é†âÍåß","ìåãﬂç]és","çfíÀí¨","",60,60,60,50,8,2,-,-,-,-,189,189,189,166,12,11,-,-,-,-,3.1500000000,3.1500000000,3.1500000000,3.3200000000,1.5000000000,5.5000000000,-,-,-,-
2488,"25213","0090","2","","","","é†âÍåß","ìåãﬂç]és","éOí√âÆí¨","",188,188,188,171,15,2,-,-,-,-,569,569,569,534,29,6,-,-,-,-,3.0265957447,3.0265957447,3.0265957447,3.1228070175,1.9333333333,3.0000000000,-,-,-,-
2489,"25213","0100","2","","","","é†âÍåß","ìåãﬂç]és","ñÏå˚í¨","",186,182,180,170,7,3,-,2,4,-,531,520,517,503,10,4,-,3,11,-,2.8548387097,2.8571428571,2.8722222222,2.9588235294,1.4285714286,1.3333333333,-,1.5000000000,2.7500000000,-
2490,"25213","0110","2","","","","é†âÍåß","ìåãﬂç]és","ïzé{í¨","",101,101,101,101,-,-,-,-,-,-,366,366,366,366,-,-,-,-,-,-,3.6237623762,3.6237623762,3.6237623762,3.6237623762,-,-,-,-,-,-
2491,"25213","0120","2","","","","é†âÍåß","ìåãﬂç]és","é÷çaí¨","",398,235,234,194,-,28,12,1,163,-,829,665,663,603,-,42,18,2,164,-,2.0829145729,2.8297872340,2.8333333333,3.1082474227,-,1.5000000000,1.5000000000,2.0000000000,1.0061349693,-
2492,"25213","0130","2","","","","é†âÍåß","ìåãﬂç]és","âZê∂í√í¨","",119,114,113,105,-,6,2,1,5,-,362,356,355,339,-,9,7,1,6,-,3.0420168067,3.1228070175,3.1415929204,3.2285714286,-,1.5000000000,3.5000000000,1.0000000000,1.2000000000,-
2493,"25213","0140","2","","","","é†âÍåß","ìåãﬂç]és","ìyäÌí¨","",28,28,28,28,-,-,-,-,-,-,89,89,89,89,-,-,-,-,-,-,3.1785714286,3.1785714286,3.1785714286,3.1785714286,-,-,-,-,-,-
2494,"25213","0150","2","","","","é†âÍåß","ìåãﬂç]és","è„ëÂêXí¨","",85,83,83,83,-,-,-,-,2,-,311,303,303,303,-,-,-,-,8,-,3.6588235294,3.6506024096,3.6506024096,3.6506024096,-,-,-,-,4.0000000000,-
2495,"25213","0160","2","","","","é†âÍåß","ìåãﬂç]és","ëÂêXí¨","",480,477,474,301,19,149,5,3,3,-,1269,1266,1259,969,30,249,11,7,3,-,2.6437500000,2.6540880503,2.6561181435,3.2192691030,1.5789473684,1.6711409396,2.2000000000,2.3333333333,1.0000000000,-
2496,"25213","0170","2","","","","é†âÍåß","ìåãﬂç]és","êKñ≥í¨","",208,207,207,132,64,10,1,-,1,-,587,581,581,450,114,16,1,-,6,-,2.8221153846,2.8067632850,2.8067632850,3.4090909091,1.7812500000,1.6000000000,1.0000000000,-,6.0000000000,-
2497,"25213","0180","2","","","","é†âÍåß","ìåãﬂç]és","â∫ìÒñìí¨","",92,92,92,87,-,5,-,-,-,-,304,304,304,299,-,5,-,-,-,-,3.3043478261,3.3043478261,3.3043478261,3.4367816092,-,1.0000000000,-,-,-,-
2498,"25213","0190","2","","","","é†âÍåß","ìåãﬂç]és","éƒå¥ìÏí¨","",81,63,63,62,-,1,-,-,18,-,219,200,200,199,-,1,-,-,19,-,2.7037037037,3.1746031746,3.1746031746,3.2096774194,-,1.0000000000,-,-,1.0555555556,-
2499,"25213","0200","2","","","","é†âÍåß","ìåãﬂç]és","é≈å¥í¨","",86,86,85,85,-,-,-,1,-,-,290,290,287,287,-,-,-,3,-,-,3.3720930233,3.3720930233,3.3764705882,3.3764705882,-,-,-,3.0000000000,-,-
2500,"25213","0210","2","","","","é†âÍåß","ìåãﬂç]és","írìcí¨","",67,67,67,66,-,-,1,-,-,-,220,220,220,219,-,-,1,-,-,-,3.2835820896,3.2835820896,3.2835820896,3.3181818182,-,-,1.0000000000,-,-,-
2501,"25213","0220","2","","","","é†âÍåß","ìåãﬂç]és","ç°ë„í¨","",51,51,51,46,-,5,-,-,-,-,139,139,139,134,-,5,-,-,-,-,2.7254901961,2.7254901961,2.7254901961,2.9130434783,-,1.0000000000,-,-,-,-
2502,"25213","0230","2","","","","é†âÍåß","ìåãﬂç]és","éõí¨","",51,51,51,45,-,6,-,-,-,-,147,147,147,135,-,12,-,-,-,-,2.8823529412,2.8823529412,2.8823529412,3.0000000000,-,2.0000000000,-,-,-,-
2503,"25213","0240","2","","","","é†âÍåß","ìåãﬂç]és","â™ìcí¨","",13,13,13,13,-,-,-,-,-,-,36,36,36,36,-,-,-,-,-,-,2.7692307692,2.7692307692,2.7692307692,2.7692307692,-,-,-,-,-,-
2504,"25213","0250","2","","","","é†âÍåß","ìåãﬂç]és","å‰âÄí¨","",191,179,178,115,8,52,3,1,12,-,475,463,462,369,13,77,3,1,12,-,2.4869109948,2.5865921788,2.5955056180,3.2086956522,1.6250000000,1.4807692308,1.0000000000,1.0000000000,1.0000000000,-
2505,"25213","0260","2","","","","é†âÍåß","ìåãﬂç]és","ó—ìcí¨","",326,324,324,175,-,135,14,-,2,-,793,789,789,574,-,199,16,-,4,-,2.4325153374,2.4351851852,2.4351851852,3.2800000000,-,1.4740740741,1.1428571429,-,2.0000000000,-
2506,"25213","0270","2","","","","é†âÍåß","ìåãﬂç]és","å‹íqí¨","",226,200,196,46,-,104,46,4,26,-,406,380,376,123,-,182,71,4,26,-,1.7964601770,1.9000000000,1.9183673469,2.6739130435,-,1.7500000000,1.5434782609,1.0000000000,1.0000000000,-
2507,"25213","0280","2","","","","é†âÍåß","ìåãﬂç]és","íÜè¨òHí¨","",818,767,757,324,-,403,30,10,51,-,1781,1722,1707,1002,-,655,50,15,59,-,2.1772616137,2.2451108214,2.2549537649,3.0925925926,-,1.6253101737,1.6666666667,1.5000000000,1.1568627451,-
2508,"25213","0290","2","","","","é†âÍåß","ìåãﬂç]és","ñ≠ñ@éõí¨","",773,752,748,368,-,344,36,4,21,-,1878,1842,1838,1232,-,548,58,4,36,-,2.4294954722,2.4494680851,2.4572192513,3.3478260870,-,1.5930232558,1.6111111111,1.0000000000,1.7142857143,-
2509,"25213","0300","2","","","","é†âÍåß","ìåãﬂç]és","ê_ìcí¨","",59,59,58,58,-,-,-,1,-,-,205,205,201,201,-,-,-,4,-,-,3.4745762712,3.4745762712,3.4655172414,3.4655172414,-,-,-,4.0000000000,-,-
2510,"25213","0310","2","","","","é†âÍåß","ìåãﬂç]és","ñÏë∫í¨","",88,84,84,77,-,7,-,-,4,-,300,290,290,279,-,11,-,-,10,-,3.4090909091,3.4523809524,3.4523809524,3.6233766234,-,1.5714285714,-,-,2.5000000000,-
2511,"25213","0320","2","","","","é†âÍåß","ìåãﬂç]és","äOí¨","",73,69,69,60,-,8,1,-,4,-,222,218,218,204,-,12,2,-,4,-,3.0410958904,3.1594202899,3.1594202899,3.4000000000,-,1.5000000000,2.0000000000,-,1.0000000000,-
2512,"25213","0330","2","","","","é†âÍåß","ìåãﬂç]és","êÏçáéõí¨","",37,31,30,28,-,-,2,1,6,-,115,109,105,100,-,-,5,4,6,-,3.1081081081,3.5161290323,3.5000000000,3.5714285714,-,-,2.5000000000,4.0000000000,1.0000000000,-
2513,"25213","0340","2","","","","é†âÍåß","ìåãﬂç]és","éDÇÃí“","",397,327,325,154,-,150,21,2,70,-,853,778,773,464,-,276,33,5,75,-,2.1486146096,2.3792048930,2.3784615385,3.0129870130,-,1.8400000000,1.5714285714,2.5000000000,1.0714285714,-
2514,"25213","034001","3","","","","é†âÍåß","ìåãﬂç]és","éDÇÃí“","ÇPíöñ⁄",221,181,180,88,-,82,10,1,40,-,470,428,424,270,-,137,17,4,42,-,2.1266968326,2.3646408840,2.3555555556,3.0681818182,-,1.6707317073,1.7000000000,4.0000000000,1.0500000000,-
2515,"25213","034002","3","","","","é†âÍåß","ìåãﬂç]és","éDÇÃí“","ÇQíöñ⁄",176,146,145,66,-,68,11,1,30,-,383,350,349,194,-,139,16,1,33,-,2.1761363636,2.3972602740,2.4068965517,2.9393939394,-,2.0441176471,1.4545454545,1.0000000000,1.1000000000,-
2516,"25213","0360","2","","","","é†âÍåß","ìåãﬂç]és","åöïîì˙ãgí¨","",293,293,293,209,15,62,7,-,-,-,827,827,827,626,43,140,18,-,-,-,2.8225255973,2.8225255973,2.8225255973,2.9952153110,2.8666666667,2.2580645161,2.5714285714,-,-,-
