1,ïΩê¨27îNçëê®í≤ç∏Å@è¨ínàÊèWåvÅ@Åiëçñ±è»ìùåvã«Åj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ëÊ6ï\Å@ê¢ë—ÇÃâ∆ë∞óﬁå^Åi6ãÊï™Åjï àÍî ê¢ë—êîÅCàÍî ê¢ë—êlàıãyÇ—ÇPê¢ë—ìñÇΩÇËêlàıÅi6çŒñ¢ñûÅE18çŒñ¢ñûÅE65çŒà»è„ê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êîÅC65çŒà»è„ê¢ë—àıÇÃÇ›ÇÃàÍî ê¢ë—êîãyÇ—3ê¢ë„ê¢ë—Å\ì¡åfÅjÅ|í¨íöÅEéöìô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,àÍî ê¢ë—êî,,,,,,,,,,àÍî ê¢ë—êlàı,,,,,,,,,,ÇPê¢ë—ìñÇΩÇËêlàı,,,,,,,,,,ÅiçƒåfÅjÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,,,,,,,,,,ÅiçƒåfÅj18çŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,,,,,,,,,,ÅiçƒåfÅj65çŒà»è„ê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,,,,,,,,,,ÅiçƒåfÅj65çŒà»è„ê¢ë—àıÇÃÇ›ÇÃàÍî ê¢ë—êî,,,,,,,,,
5,ésãÊí¨ë∫ÉRÅ[Éh,í¨íöéöÉRÅ[Éh,ínàÊéØï î‘çÜ,îÈìΩèàóù,îÈìΩêÊèÓïÒ,çáéZínàÊ,ìsìπï{åßñº,ésãÊí¨ë∫ñº,ëÂéöÅEí¨ñº,éöÅEíöñ⁄ñº,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—,ëçêîÅiê¢ë—ÇÃâ∆ë∞óﬁå^Åj,êeë∞ÇÃÇ›ÇÃê¢ë—,äjâ∆ë∞ê¢ë—,Ç§ÇøïvïwÇÃÇ›ÇÃê¢ë—,Ç§ÇøïvïwÇ∆éqãüÇ©ÇÁê¨ÇÈê¢ë—,äjâ∆ë∞à»äOÇÃê¢ë—,îÒêeë∞Çä‹Çﬁê¢ë—,íPì∆ê¢ë—,ê¢ë—ÇÃâ∆ë∞óﬁå^Åuïsè⁄Åv,ÅiçƒåfÅj3ê¢ë„ê¢ë—
2327,"25212","0180","2","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨ëÚ","",158,127,96,47,41,31,1,30,-,21,445,409,272,94,161,137,6,30,-,103,2.8164556962,3.2204724409,2.8333333333,2.0000000000,3.9268292683,4.4193548387,6.0000000000,1.0000000000,-,4.9047619048,9,8,5,-,5,3,1,-,-,4,29,28,18,-,18,10,1,-,-,10,109,86,57,34,15,29,1,22,-,19,56,34,32,32,-,2,-,22,-,-
2328,"25212","0190","2","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨ímì‡","",125,105,66,26,28,39,-,20,-,30,371,351,171,52,92,180,-,20,-,150,2.9680000000,3.3428571429,2.5909090909,2.0000000000,3.2857142857,4.6153846154,-,1.0000000000,-,5.0000000000,12,12,3,-,3,9,-,-,-,9,25,25,8,-,8,17,-,-,-,17,93,81,45,18,15,36,-,12,-,28,30,18,18,17,-,-,-,12,-,-
2329,"25212","0200","2","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨êVï€","",167,126,99,47,37,27,2,39,-,19,427,381,262,94,128,119,7,39,-,93,2.5568862275,3.0238095238,2.6464646465,2.0000000000,3.4594594595,4.4074074074,3.5000000000,1.0000000000,-,4.8947368421,9,9,7,-,5,2,-,-,-,2,32,32,19,-,13,13,-,-,-,13,112,83,56,38,12,27,1,28,-,19,65,37,35,35,-,2,-,28,-,-
2330,"25212","0210","2","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨íÜèØ","",187,125,95,53,38,30,1,61,-,15,432,369,255,106,138,114,2,61,-,67,2.3101604278,2.9520000000,2.6842105263,2.0000000000,3.6315789474,3.8000000000,2.0000000000,1.0000000000,-,4.4666666667,6,6,4,-,3,2,-,-,-,1,26,26,23,-,21,3,-,-,-,2,106,83,54,41,11,29,1,22,-,15,60,38,35,35,-,3,-,22,-,-
2331,"25212","0220","2","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨ëÂè¿","",104,68,45,25,15,23,2,34,-,15,261,223,111,50,50,112,4,34,-,88,2.5096153846,3.2794117647,2.4666666667,2.0000000000,3.3333333333,4.8695652174,2.0000000000,1.0000000000,-,5.8666666667,11,11,2,-,2,9,-,-,-,8,16,16,4,-,4,12,-,-,-,11,66,51,30,19,8,21,-,15,-,14,31,16,14,14,-,2,-,15,-,-
2332,"25212","0230","2","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨çÇñÿïl","",235,160,150,50,77,10,-,75,-,6,574,499,455,100,300,44,-,75,-,31,2.4425531915,3.1187500000,3.0333333333,2.0000000000,3.8961038961,4.4000000000,-,1.0000000000,-,5.1666666667,28,28,28,-,26,-,-,-,-,-,75,75,69,-,58,6,-,-,-,5,66,44,36,24,5,8,-,22,-,5,42,20,18,18,-,2,-,22,-,-
2333,"25212","023001","3","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨çÇñÿïl","ÇPíöñ⁄",167,108,103,38,50,5,-,59,-,3,382,323,301,76,189,22,-,59,-,14,2.2874251497,2.9907407407,2.9223300971,2.0000000000,3.7800000000,4.4000000000,-,1.0000000000,-,4.6666666667,15,15,15,-,13,-,-,-,-,-,43,43,41,-,35,2,-,-,-,2,47,32,27,17,4,5,-,15,-,3,28,13,12,12,-,1,-,15,-,-
2334,"25212","023002","3","","","","é†âÍåß","çÇìáés","É}ÉLÉmí¨çÇñÿïl","ÇQíöñ⁄",68,52,47,12,27,5,-,16,-,3,192,176,154,24,111,22,-,16,-,17,2.8235294118,3.3846153846,3.2765957447,2.0000000000,4.1111111111,4.4000000000,-,1.0000000000,-,5.6666666667,13,13,13,-,13,-,-,-,-,-,32,32,28,-,23,4,-,-,-,3,19,12,9,7,1,3,-,7,-,2,14,7,6,6,-,1,-,7,-,-
2335,"25212","0240","2","","","","é†âÍåß","çÇìáés","ç°í√í¨ç°í√","",627,418,328,134,144,90,1,208,-,55,1518,1308,919,268,536,389,2,208,-,280,2.4210526316,3.1291866029,2.8018292683,2.0000000000,3.7222222222,4.3222222222,2.0000000000,1.0000000000,-,5.0909090909,54,54,44,-,42,10,-,-,-,10,119,118,84,-,78,34,-,1,-,34,354,256,170,98,34,86,-,98,-,52,193,95,88,86,-,7,-,98,-,-
2336,"25212","0250","2","","","","é†âÍåß","çÇìáés","ç°í√í¨ìÏêVï€","",346,279,255,76,141,24,-,67,-,16,956,889,783,152,534,106,-,67,-,76,2.7630057803,3.1863799283,3.0705882353,2.0000000000,3.7872340426,4.4166666667,-,1.0000000000,-,4.7500000000,48,48,46,-,39,2,-,-,-,2,107,107,100,-,83,7,-,-,-,6,148,105,85,48,24,20,-,43,-,14,85,42,42,41,-,-,-,43,-,-
2337,"25212","0260","2","","","","é†âÍåß","çÇìáés","ç°í√í¨ëÂãü","",54,39,36,15,15,3,-,15,-,2,133,118,106,30,59,12,-,15,-,9,2.4629629630,3.0256410256,2.9444444444,2.0000000000,3.9333333333,4.0000000000,-,1.0000000000,-,4.5000000000,9,9,9,-,9,-,-,-,-,-,14,14,14,-,11,-,-,-,-,-,22,17,14,9,3,3,-,5,-,2,13,8,8,8,-,-,-,5,-,-
2338,"25212","0270","2","","","","é†âÍåß","çÇìáés","ç°í√í¨çOêÏ","",808,694,596,199,302,98,4,110,-,65,2331,2208,1778,398,1141,430,13,110,-,331,2.8849009901,3.1815561960,2.9832214765,2.0000000000,3.7781456954,4.3877551020,3.2500000000,1.0000000000,-,5.0923076923,88,88,68,-,60,20,-,-,-,20,254,254,211,-,174,43,-,-,-,41,370,299,216,127,56,83,2,69,-,54,180,111,106,102,-,5,-,69,-,-
2339,"25212","0280","2","","","","é†âÍåß","çÇìáés","ç°í√í¨â∫çOïî","",87,73,52,27,16,21,-,14,-,14,247,233,138,54,62,95,-,14,-,73,2.8390804598,3.1917808219,2.6538461538,2.0000000000,3.8750000000,4.5238095238,-,1.0000000000,-,5.2142857143,2,2,1,-,1,1,-,-,-,1,18,18,8,-,7,10,-,-,-,10,60,50,32,21,3,18,-,10,-,13,31,21,21,19,-,-,-,10,-,-
2340,"25212","0290","2","","","","é†âÍåß","çÇìáés","ç°í√í¨è„çOïî","",53,39,26,8,12,13,1,13,-,9,147,129,70,16,42,59,5,13,-,45,2.7735849057,3.3076923077,2.6923076923,2.0000000000,3.5000000000,4.5384615385,5.0000000000,1.0000000000,-,5.0000000000,3,3,1,-,1,2,-,-,-,2,8,7,3,-,3,4,1,-,-,4,38,27,15,5,4,12,1,10,-,8,16,6,4,4,-,2,-,10,-,-
2341,"25212","0300","2","","","","é†âÍåß","çÇìáés","ç°í√í¨Âaê∂","",48,40,26,12,13,14,-,8,-,11,144,136,71,24,45,65,-,8,-,55,3.0000000000,3.4000000000,2.7307692308,2.0000000000,3.4615384615,4.6428571429,-,1.0000000000,-,5.0000000000,1,1,1,-,1,-,-,-,-,-,9,9,5,-,5,4,-,-,-,4,29,27,13,6,7,14,-,2,-,11,7,5,5,5,-,-,-,2,-,-
2342,"25212","0310","2","","","","é†âÍåß","çÇìáés","ç°í√í¨î~å¥","",116,77,63,43,11,14,2,37,-,6,243,202,146,86,39,56,4,37,-,30,2.0948275862,2.6233766234,2.3174603175,2.0000000000,3.5454545455,4.0000000000,2.0000000000,1.0000000000,-,5.0000000000,1,1,-,-,-,1,-,-,-,1,8,8,5,-,3,3,-,-,-,3,85,57,43,31,5,14,2,26,-,6,54,26,25,25,-,1,2,26,-,-
2343,"25212","0320","2","","","","é†âÍåß","çÇìáés","ç°í√í¨ä›òe","",72,57,31,8,14,26,-,15,-,18,214,199,87,16,51,112,-,15,-,88,2.9722222222,3.4912280702,2.8064516129,2.0000000000,3.6428571429,4.3076923077,-,1.0000000000,-,4.8888888889,6,6,3,-,3,3,-,-,-,3,16,16,9,-,7,7,-,-,-,7,57,45,19,7,5,26,-,12,-,18,21,9,6,5,-,3,-,12,-,-
2344,"25212","0330","2","çáéZínàÊÇ†ÇË","","033001;033002","é†âÍåß","çÇìáés","ç°í√í¨èZãg","",115,62,52,18,26,10,2,51,-,6,245,190,149,36,94,41,4,51,-,28,2.1304347826,3.0645161290,2.8653846154,2.0000000000,3.6153846154,4.1000000000,2.0000000000,1.0000000000,-,4.6666666667,12,12,12,-,12,-,-,-,-,-,26,26,23,-,20,3,-,-,-,3,38,26,16,9,2,10,-,12,-,6,22,10,10,9,-,-,-,12,-,-
2345,"25212","033001","3","îÈìΩínàÊ","0330","","é†âÍåß","çÇìáés","ç°í√í¨èZãg","àÍíöñ⁄",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2346,"25212","033002","3","îÈìΩínàÊ","0330","","é†âÍåß","çÇìáés","ç°í√í¨èZãg","ìÒíöñ⁄",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2347,"25212","0340","2","","","","é†âÍåß","çÇìáés","ç°í√í¨íÜè¿","",27,19,14,7,4,5,-,8,-,4,63,55,33,14,13,22,-,8,-,19,2.3333333333,2.8947368421,2.3571428571,2.0000000000,3.2500000000,4.4000000000,-,1.0000000000,-,4.7500000000,3,3,1,-,1,2,-,-,-,2,3,3,1,-,1,2,-,-,-,2,19,13,8,5,-,5,-,6,-,4,10,4,4,4,-,-,-,6,-,-
2348,"25212","034001","3","","","","é†âÍåß","çÇìáés","ç°í√í¨íÜè¿","àÍíöñ⁄",12,11,9,4,4,2,-,1,-,1,32,31,23,8,13,8,-,1,-,5,2.6666666667,2.8181818182,2.5555555556,2.0000000000,3.2500000000,4.0000000000,-,1.0000000000,-,5.0000000000,1,1,1,-,1,-,-,-,-,-,1,1,1,-,1,-,-,-,-,-,7,7,5,4,-,2,-,-,-,1,3,3,3,3,-,-,-,-,-,-
2349,"25212","034002","3","","","","é†âÍåß","çÇìáés","ç°í√í¨íÜè¿","ìÒíöñ⁄",15,8,5,3,-,3,-,7,-,3,31,24,10,6,-,14,-,7,-,14,2.0666666667,3.0000000000,2.0000000000,2.0000000000,-,4.6666666667,-,1.0000000000,-,4.6666666667,2,2,-,-,-,2,-,-,-,2,2,2,-,-,-,2,-,-,-,2,12,6,3,1,-,3,-,6,-,3,7,1,1,1,-,-,-,6,-,-
2350,"25212","0350","2","","","","é†âÍåß","çÇìáés","ç°í√í¨ñºè¨òH","",68,35,33,16,14,2,-,33,-,2,130,97,89,32,50,8,-,33,-,8,1.9117647059,2.7714285714,2.6969696970,2.0000000000,3.5714285714,4.0000000000,-,1.0000000000,-,4.0000000000,6,6,6,-,6,-,-,-,-,-,11,11,10,-,10,1,-,-,-,1,25,13,11,9,1,2,-,12,-,2,21,9,9,9,-,-,-,12,-,-
2351,"25212","035001","3","","","","é†âÍåß","çÇìáés","ç°í√í¨ñºè¨òH","àÍíöñ⁄",35,15,14,6,7,1,-,20,-,1,63,43,39,12,25,4,-,20,-,4,1.8000000000,2.8666666667,2.7857142857,2.0000000000,3.5714285714,4.0000000000,-,1.0000000000,-,4.0000000000,3,3,3,-,3,-,-,-,-,-,7,7,6,-,6,1,-,-,-,1,13,5,4,3,-,1,-,8,-,1,11,3,3,3,-,-,-,8,-,-
2352,"25212","035002","3","","","","é†âÍåß","çÇìáés","ç°í√í¨ñºè¨òH","ìÒíöñ⁄",33,20,19,10,7,1,-,13,-,1,67,54,50,20,25,4,-,13,-,4,2.0303030303,2.7000000000,2.6315789474,2.0000000000,3.5714285714,4.0000000000,-,1.0000000000,-,4.0000000000,3,3,3,-,3,-,-,-,-,-,4,4,4,-,4,-,-,-,-,-,12,8,7,6,1,1,-,4,-,1,10,6,6,6,-,-,-,4,-,-
2353,"25212","0360","2","","","","é†âÍåß","çÇìáés","ç°í√í¨èºózë‰","",426,346,302,131,130,44,2,76,2,28,1102,1018,829,262,475,189,4,76,4,134,2.5868544601,2.9421965318,2.7450331126,2.0000000000,3.6538461538,4.2954545455,2.0000000000,1.0000000000,2.0000000000,4.7857142857,22,22,12,-,11,10,-,-,-,9,80,80,57,-,50,23,-,-,-,21,227,182,146,80,43,36,2,43,-,24,106,62,60,59,-,2,1,43,-,-
2354,"25212","036001","3","","","","é†âÍåß","çÇìáés","ç°í√í¨èºózë‰","àÍíöñ⁄",250,203,179,85,70,24,1,44,2,16,626,576,472,170,250,104,2,44,4,76,2.5040000000,2.8374384236,2.6368715084,2.0000000000,3.5714285714,4.3333333333,2.0000000000,1.0000000000,2.0000000000,4.7500000000,10,10,6,-,5,4,-,-,-,4,37,37,25,-,20,12,-,-,-,11,145,117,97,55,29,20,1,27,-,14,73,45,44,44,-,1,1,27,-,-
2355,"25212","036002","3","","","","é†âÍåß","çÇìáés","ç°í√í¨èºózë‰","ìÒíöñ⁄",176,143,123,46,60,20,1,32,-,12,476,442,357,92,225,85,2,32,-,58,2.7045454545,3.0909090909,2.9024390244,2.0000000000,3.7500000000,4.2500000000,2.0000000000,1.0000000000,-,4.8333333333,12,12,6,-,6,6,-,-,-,5,43,43,32,-,30,11,-,-,-,10,82,65,49,25,14,16,1,16,-,10,33,17,16,15,-,1,-,16,-,-
2356,"25212","0370","2","","","","é†âÍåß","çÇìáés","ç°í√í¨èMã¥","",34,31,28,5,20,3,-,3,-,2,112,109,93,10,75,16,-,3,-,13,3.2941176471,3.5161290323,3.3214285714,2.0000000000,3.7500000000,5.3333333333,-,1.0000000000,-,6.5000000000,10,10,10,-,10,-,-,-,-,-,14,14,13,-,13,1,-,-,-,1,12,10,7,1,5,3,-,2,-,2,3,1,-,-,-,1,-,2,-,-
2357,"25212","037001","3","","","","é†âÍåß","çÇìáés","ç°í√í¨èMã¥","àÍíöñ⁄",9,8,8,2,6,-,-,1,-,-,30,29,29,4,25,-,-,1,-,-,3.3333333333,3.6250000000,3.6250000000,2.0000000000,4.1666666667,-,-,1.0000000000,-,-,2,2,2,-,2,-,-,-,-,-,4,4,4,-,4,-,-,-,-,-,1,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2358,"25212","037002","3","","","","é†âÍåß","çÇìáés","ç°í√í¨èMã¥","ìÒíöñ⁄",25,23,20,3,14,3,-,2,-,2,82,80,64,6,50,16,-,2,-,13,3.2800000000,3.4782608696,3.2000000000,2.0000000000,3.5714285714,5.3333333333,-,1.0000000000,-,6.5000000000,8,8,8,-,8,-,-,-,-,-,10,10,9,-,9,1,-,-,-,1,11,9,6,1,4,3,-,2,-,2,3,1,-,-,-,1,-,2,-,-
2359,"25212","0380","2","","","","é†âÍåß","çÇìáés","ç°í√í¨ç˜í¨","",97,61,55,20,29,6,2,34,-,3,223,185,161,40,108,24,4,34,-,17,2.2989690722,3.0327868852,2.9272727273,2.0000000000,3.7241379310,4.0000000000,2.0000000000,1.0000000000,-,5.6666666667,7,7,5,-,5,2,-,-,-,2,23,23,20,-,18,3,-,-,-,3,38,23,18,11,6,5,1,14,-,3,25,11,10,10,-,1,-,14,-,-
2360,"25212","038001","3","","","","é†âÍåß","çÇìáés","ç°í√í¨ç˜í¨","àÍíöñ⁄",35,19,17,8,7,2,2,14,-,1,71,53,45,16,25,8,4,14,-,6,2.0285714286,2.7894736842,2.6470588235,2.0000000000,3.5714285714,4.0000000000,2.0000000000,1.0000000000,-,6.0000000000,2,2,1,-,1,1,-,-,-,1,4,4,3,-,3,1,-,-,-,1,18,10,8,4,3,2,1,7,-,1,12,5,4,4,-,1,-,7,-,-
2361,"25212","038002","3","","","","é†âÍåß","çÇìáés","ç°í√í¨ç˜í¨","ìÒíöñ⁄",62,42,38,12,22,4,-,20,-,2,152,132,116,24,83,16,-,20,-,11,2.4516129032,3.1428571429,3.0526315789,2.0000000000,3.7727272727,4.0000000000,-,1.0000000000,-,5.5000000000,5,5,4,-,4,1,-,-,-,1,19,19,17,-,15,2,-,-,-,2,20,13,10,7,3,3,-,7,-,2,13,6,6,6,-,-,-,7,-,-
2362,"25212","0390","2","","","","é†âÍåß","çÇìáés","ç°í√í¨ëÂãüëÂñÂ","",121,87,81,25,48,6,1,33,-,2,304,269,248,50,177,21,2,33,-,10,2.5123966942,3.0919540230,3.0617283951,2.0000000000,3.6875000000,3.5000000000,2.0000000000,1.0000000000,-,5.0000000000,16,16,16,-,16,-,-,-,-,-,40,40,39,-,36,1,-,-,-,1,36,30,24,12,8,6,-,6,-,2,14,8,7,7,-,1,-,6,-,-
2363,"25212","039001","3","","","","é†âÍåß","çÇìáés","ç°í√í¨ëÂãüëÂñÂ","àÍíöñ⁄",50,30,28,9,17,2,-,20,-,1,115,95,86,18,63,9,-,20,-,6,2.3000000000,3.1666666667,3.0714285714,2.0000000000,3.7058823529,4.5000000000,-,1.0000000000,-,6.0000000000,9,9,9,-,9,-,-,-,-,-,17,17,16,-,15,1,-,-,-,1,9,7,5,3,1,2,-,2,-,1,4,2,2,2,-,-,-,2,-,-
2364,"25212","039002","3","","","","é†âÍåß","çÇìáés","ç°í√í¨ëÂãüëÂñÂ","ìÒíöñ⁄",71,57,53,16,31,4,1,13,-,1,189,174,162,32,114,12,2,13,-,4,2.6619718310,3.0526315789,3.0566037736,2.0000000000,3.6774193548,3.0000000000,2.0000000000,1.0000000000,-,4.0000000000,7,7,7,-,7,-,-,-,-,-,23,23,23,-,21,-,-,-,-,-,27,23,19,9,7,4,-,4,-,1,10,6,5,5,-,1,-,4,-,-
2365,"25212","0400","2","","","","é†âÍåß","çÇìáés","ç°í√í¨ê[ê¥êÖ","",161,129,88,36,40,41,-,32,-,29,482,450,252,72,154,198,-,32,-,160,2.9937888199,3.4883720930,2.8636363636,2.0000000000,3.8500000000,4.8292682927,-,1.0000000000,-,5.5172413793,14,14,8,-,8,6,-,-,-,6,33,33,19,-,19,14,-,-,-,14,110,85,48,28,10,37,-,25,-,26,48,23,22,21,-,1,-,25,-,-
2366,"25212","0410","2","","","","é†âÍåß","çÇìáés","ç°í√í¨åj","",71,62,48,21,21,14,-,9,-,9,198,189,131,42,76,58,-,9,-,42,2.7887323944,3.0483870968,2.7291666667,2.0000000000,3.6190476190,4.1428571429,-,1.0000000000,-,4.6666666667,3,3,3,-,3,-,-,-,-,-,11,11,7,-,7,4,-,-,-,4,47,41,28,17,6,13,-,6,-,9,21,15,15,15,-,-,-,6,-,-
2367,"25212","0420","2","","","","é†âÍåß","çÇìáés","ç°í√í¨éîg","",40,35,20,12,4,15,-,5,-,10,126,121,47,24,15,74,-,5,-,58,3.1500000000,3.4571428571,2.3500000000,2.0000000000,3.7500000000,4.9333333333,-,1.0000000000,-,5.8000000000,3,3,1,-,1,2,-,-,-,2,8,8,2,-,2,6,-,-,-,6,28,26,12,8,-,14,-,2,-,9,9,7,7,7,-,-,-,2,-,-
2368,"25212","0430","2","","","","é†âÍåß","çÇìáés","ç°í√í¨ì˙íuëO","",303,264,189,80,67,75,-,39,-,55,903,864,512,160,239,352,-,39,-,285,2.9801980198,3.2727272727,2.7089947090,2.0000000000,3.5671641791,4.6933333333,-,1.0000000000,-,5.1818181818,30,30,24,-,13,6,-,-,-,6,80,80,55,-,30,25,-,-,-,24,194,166,96,62,23,70,-,28,-,51,85,57,52,51,-,5,-,28,-,-
2369,"25212","0440","2","","","","é†âÍåß","çÇìáés","ç°í√í¨ïüâ™","",121,99,78,31,36,21,-,22,-,17,332,310,218,62,129,92,-,22,-,81,2.7438016529,3.1313131313,2.7948717949,2.0000000000,3.5833333333,4.3809523810,-,1.0000000000,-,4.7647058824,9,9,8,-,7,1,-,-,-,1,21,21,17,-,15,4,-,-,-,4,80,66,45,24,12,21,-,14,-,17,37,23,22,19,-,1,-,14,-,-
2370,"25212","0450","2","","","","é†âÍåß","çÇìáés","ç°í√í¨ñkã¬","",108,77,64,30,24,13,-,30,1,11,276,244,178,60,93,66,-,30,2,59,2.5555555556,3.1688311688,2.7812500000,2.0000000000,3.8750000000,5.0769230769,-,1.0000000000,2.0000000000,5.3636363636,6,6,4,-,4,2,-,-,-,2,20,20,14,-,11,6,-,-,-,6,66,49,36,22,8,13,-,17,-,11,37,20,20,20,-,-,-,17,-,-
2371,"25212","0460","2","","","","é†âÍåß","çÇìáés","ç°í√í¨ïlï™","",280,205,170,94,52,35,2,73,-,21,666,587,439,188,196,148,6,73,-,103,2.3785714286,2.8634146341,2.5823529412,2.0000000000,3.7692307692,4.2285714286,3.0000000000,1.0000000000,-,4.9047619048,11,11,10,-,10,1,-,-,-,1,40,39,29,-,26,10,1,-,-,10,189,133,102,71,19,31,-,56,-,21,124,68,65,64,-,3,-,56,-,-
2372,"25212","0470","2","","","","é†âÍåß","çÇìáés","ç°í√í¨ìÏê∂å©","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2373,"25212","0480","2","","","","é†âÍåß","çÇìáés","ç°í√í¨ñkê∂å©","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
